,SampleID,Tissue,Factor,Condition,bamReads,ControlID,bamControl,PeakCaller,Peaks
74,diff_313_AF_RA_vs_47_AF_LA_c2.0_cond2.bed,diff_313_AF_RA_vs_47_AF_LA_c2.0_cond2.bed,H3K27ac,diff_313_AF_RA_vs_47_AF_LA_c2.0_cond2.bed,NA,diff_313_AF_RA_vs_47_AF_LA_c2.0_cond2.bed,NA,bed,diff_313_AF_RA_vs_47_AF_LA_c2.0_cond2.bed
75,diff_33_SR_RA_vs_2231_AF_LA_c2.0_cond2.bed,diff_33_SR_RA_vs_2231_AF_LA_c2.0_cond2.bed,H3K27ac,diff_33_SR_RA_vs_2231_AF_LA_c2.0_cond2.bed,NA,diff_33_SR_RA_vs_2231_AF_LA_c2.0_cond2.bed,NA,bed,diff_33_SR_RA_vs_2231_AF_LA_c2.0_cond2.bed
76,diff_33_SR_RA_vs_25_AF_LA_c2.0_cond2.bed,diff_33_SR_RA_vs_25_AF_LA_c2.0_cond2.bed,H3K27ac,diff_33_SR_RA_vs_25_AF_LA_c2.0_cond2.bed,NA,diff_33_SR_RA_vs_25_AF_LA_c2.0_cond2.bed,NA,bed,diff_33_SR_RA_vs_25_AF_LA_c2.0_cond2.bed
77,diff_33_SR_RA_vs_28_AF_LA_c2.0_cond2.bed,diff_33_SR_RA_vs_28_AF_LA_c2.0_cond2.bed,H3K27ac,diff_33_SR_RA_vs_28_AF_LA_c2.0_cond2.bed,NA,diff_33_SR_RA_vs_28_AF_LA_c2.0_cond2.bed,NA,bed,diff_33_SR_RA_vs_28_AF_LA_c2.0_cond2.bed
78,diff_33_SR_RA_vs_31_AF_LA_c2.0_cond2.bed,diff_33_SR_RA_vs_31_AF_LA_c2.0_cond2.bed,H3K27ac,diff_33_SR_RA_vs_31_AF_LA_c2.0_cond2.bed,NA,diff_33_SR_RA_vs_31_AF_LA_c2.0_cond2.bed,NA,bed,diff_33_SR_RA_vs_31_AF_LA_c2.0_cond2.bed
79,diff_33_SR_RA_vs_313_AF_LA_c2.0_cond2.bed,diff_33_SR_RA_vs_313_AF_LA_c2.0_cond2.bed,H3K27ac,diff_33_SR_RA_vs_313_AF_LA_c2.0_cond2.bed,NA,diff_33_SR_RA_vs_313_AF_LA_c2.0_cond2.bed,NA,bed,diff_33_SR_RA_vs_313_AF_LA_c2.0_cond2.bed
80,diff_33_SR_RA_vs_47_AF_LA_c2.0_cond2.bed,diff_33_SR_RA_vs_47_AF_LA_c2.0_cond2.bed,H3K27ac,diff_33_SR_RA_vs_47_AF_LA_c2.0_cond2.bed,NA,diff_33_SR_RA_vs_47_AF_LA_c2.0_cond2.bed,NA,bed,diff_33_SR_RA_vs_47_AF_LA_c2.0_cond2.bed
81,diff_47_AF_LA_vs_12b_SR_LA_c2.0_cond1.bed,diff_47_AF_LA_vs_12b_SR_LA_c2.0_cond1.bed,H3K27ac,diff_47_AF_LA_vs_12b_SR_LA_c2.0_cond1.bed,NA,diff_47_AF_LA_vs_12b_SR_LA_c2.0_cond1.bed,NA,bed,diff_47_AF_LA_vs_12b_SR_LA_c2.0_cond1.bed
82,diff_47_AF_LA_vs_20_SR_LA_c2.0_cond1.bed,diff_47_AF_LA_vs_20_SR_LA_c2.0_cond1.bed,H3K27ac,diff_47_AF_LA_vs_20_SR_LA_c2.0_cond1.bed,NA,diff_47_AF_LA_vs_20_SR_LA_c2.0_cond1.bed,NA,bed,diff_47_AF_LA_vs_20_SR_LA_c2.0_cond1.bed
83,diff_47_AF_LA_vs_27_SR_LA_c2.0_cond1.bed,diff_47_AF_LA_vs_27_SR_LA_c2.0_cond1.bed,H3K27ac,diff_47_AF_LA_vs_27_SR_LA_c2.0_cond1.bed,NA,diff_47_AF_LA_vs_27_SR_LA_c2.0_cond1.bed,NA,bed,diff_47_AF_LA_vs_27_SR_LA_c2.0_cond1.bed
84,diff_47_AF_LA_vs_45_SR_LA_c2.0_cond1.bed,diff_47_AF_LA_vs_45_SR_LA_c2.0_cond1.bed,H3K27ac,diff_47_AF_LA_vs_45_SR_LA_c2.0_cond1.bed,NA,diff_47_AF_LA_vs_45_SR_LA_c2.0_cond1.bed,NA,bed,diff_47_AF_LA_vs_45_SR_LA_c2.0_cond1.bed
